Last_promotion_gsp,Years@Current Mangers,Education,EducationField,Employee_ID,Env_Satisfaction,Gender,HourlyRate,Job_Involvement,JobLevel,JobRole,Job satisfac,Marital Status,Monthly Income,Company Changed,18Yrs,Over Time,PercentSalaryHike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Training time spent,Work LifeBalance,Years @company,Years@Current role,BusinessTravel,Dept,Travel_distance,Attrition
15,12,Master,Life Sciences,329,1,Male,79,2,5,Manager,3,Single,19068,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,Non-Travel,Sales,2,No
1,2,College,Life Sciences,330,3,Female,56,3,1,Sales Representative,2,Married,3931,2,Y,No,11,3,1,80,1,6,5,,4,3,Travel_Rarely,Sales,4,No
1,2,Bachelor,Life Sciences,331,4,Male,62,2,1,Laboratory Technician,3,Single,3730,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,Travel_Rarely,Research & Development,1,Yes
0,0,College,Life Sciences,334,3,Male,36,3,2,Research Scientist,1,Divorced,3072,2,Y,No,16,3,1,80,2,17,2,2,1,0,Travel_Rarely,Research & Development,19,No
0,2,Master,Life Sciences,338,3,Female,63,2,1,Research Scientist,4,Married,2911,1,Y,No,13,3,3,80,1,2,2,2,2,2,Travel_Rarely,Research & Development,5,No
5,9,Master,Life Sciences,339,4,Male,84,2,2,Manufacturing Director,1,Married,5957,6,Y,No,13,3,2,80,1,13,3,3,11,9,Travel_Rarely,Research & Development,2,No
0,2,Master,Life Sciences,341,1,Male,77,4,2,Manufacturing Director,3,Married,6434,4,Y,No,17,3,4,80,1,9,1,3,3,2,Travel_Frequently,Research & Development,7,No
1,5,Bachelor,Life Sciences,346,3,Male,60,3,1,Research Scientist,4,Single,2340,1,Y,No,19,3,1,80,0,6,1,3,6,5,Travel_Rarely,Research & Development,15,No
0,2,College,Life Sciences,347,4,Female,82,4,2,Research Scientist,1,Single,6545,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,Travel_Rarely,Research & Development,17,No
1,2,Bachelor,Life Sciences,350,1,Female,62,3,2,Manufacturing Director,3,Married,4898,0,Y,No,12,3,4,80,2,5,3,3,4,2,Travel_Rarely,Research & Development,1,No
0,0,Bachelor,Life Sciences,353,3,Male,96,3,1,Research Scientist,4,Married,2723,1,Y,No,11,3,2,80,0,1,0,2,1,0,Travel_Rarely,Research & Development,1,No
0,3,Bachelor,Life Sciences,359,2,Male,100,4,1,Laboratory Technician,2,Married,2794,1,Y,No,20,4,3,80,0,5,3,1,5,1,Travel_Frequently,Research & Development,7,No
7,5,College,Life Sciences,361,4,Male,39,2,2,Sales Executive,4,Married,5249,3,Y,No,18,3,4,80,1,13,0,3,8,7,Non-Travel,Sales,2,No
0,0,Master,Life Sciences,364,1,Male,79,3,1,Laboratory Technician,3,Single,3485,2,Y,No,11,3,3,80,0,5,5,1,0,0,Travel_Rarely,Research & Development,2,Yes
1,5,College,Life Sciences,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,1,Y,No,12,3,4,80,2,6,2,3,6,3,Non-Travel,Research & Development,5,No
10,11,Bachelor,Life Sciences,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,0,Y,No,11,3,3,80,1,16,4,3,15,13,Travel_Rarely,Research & Development,6,No
9,9,Master,Life Sciences,376,1,Male,88,3,3,Manager,2,Married,11849,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,Non-Travel,Research & Development,29,Yes
6,2,Bachelor,Life Sciences,381,2,Female,71,4,3,Manager,2,Divorced,11996,7,Y,No,18,3,2,80,1,10,6,2,7,7,Travel_Rarely,Research & Development,22,No
1,4,Bachelor,Life Sciences,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,1,Y,No,20,4,1,80,1,6,6,1,6,5,Travel_Frequently,Research & Development,1,No
1,6,Below College,Life Sciences,385,1,Male,96,3,5,Research Director,2,Divorced,19144,3,Y,No,14,3,1,80,2,28,4,2,10,4,Travel_Rarely,Research & Development,4,No
11,6,Below College,Life Sciences,387,2,Male,99,3,2,Sales Executive,3,Married,4907,1,Y,No,25,4,3,80,0,20,3,3,20,16,Travel_Rarely,Sales,1,No
0,9,College,Life Sciences,388,2,Male,44,3,2,Sales Executive,4,Single,4554,1,Y,No,18,3,1,80,0,10,3,2,10,7,Travel_Frequently,Sales,2,No
5,7,Bachelor,Life Sciences,391,4,Female,42,3,1,Research Scientist,4,Single,2115,1,Y,No,12,3,2,80,0,17,3,3,17,12,Travel_Rarely,Research & Development,1,No
0,0,Bachelor,Life Sciences,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,Travel_Frequently,Research & Development,24,Yes
1,2,Master,Life Sciences,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,9,Y,No,14,3,2,80,1,10,2,3,2,2,Travel_Rarely,Research & Development,23,No
0,2,College,Life Sciences,395,4,Female,66,3,1,Research Scientist,4,Single,3310,1,Y,No,21,4,4,80,0,5,3,3,5,3,Travel_Rarely,Research & Development,8,No
1,2,Master,Life Sciences,396,3,Female,35,3,5,Research Director,1,Single,18665,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,Travel_Frequently,Research & Development,10,No
0,0,Bachelor,Life Sciences,405,3,Male,54,3,1,Laboratory Technician,3,Single,1420,1,Y,No,13,3,3,80,0,0,2,3,0,0,Travel_Rarely,Research & Development,3,Yes
0,0,Master,Life Sciences,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688,4,Y,No,18,3,4,80,2,4,2,3,1,0,Travel_Frequently,Research & Development,18,No
0,4,Master,Life Sciences,410,4,Male,88,3,4,Manager,2,Single,16015,1,Y,No,19,3,2,80,0,22,2,3,22,10,Travel_Rarely,Sales,2,No
0,8,Master,Life Sciences,419,2,Female,47,3,2,Laboratory Technician,2,Married,5674,7,Y,No,15,3,3,80,1,11,3,3,9,8,Non-Travel,Research & Development,24,No
4,8,Bachelor,Life Sciences,420,4,Male,91,2,2,Sales Executive,3,Married,5484,1,Y,No,14,3,3,80,1,13,3,2,13,8,Travel_Rarely,Sales,7,No
0,1,College,Life Sciences,421,1,Female,81,2,3,Research Director,2,Married,12061,3,Y,No,17,3,3,80,1,19,2,3,10,8,Travel_Rarely,Research & Development,25,No
1,2,Master,Life Sciences,422,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,2,Y,Yes,13,3,4,80,1,12,2,3,5,3,Non-Travel,Research & Development,1,No
9,11,Bachelor,Life Sciences,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,1,Y,No,18,3,1,80,1,24,2,3,24,9,Travel_Frequently,Research & Development,7,No
2,2,Master,Life Sciences,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,Travel_Rarely,Research & Development,2,No
8,8,Master,Life Sciences,428,4,Female,74,3,3,Manager,2,Married,11878,6,Y,No,11,3,2,80,2,12,2,3,10,6,Travel_Frequently,Research & Development,5,No
1,7,Master,Life Sciences,430,3,Female,33,3,1,Laboratory Technician,4,Single,2455,0,Y,No,19,3,1,80,0,9,5,3,8,7,Travel_Frequently,Research & Development,10,No
1,2,Bachelor,Life Sciences,434,3,Female,85,3,1,Research Scientist,2,Single,2478,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,Travel_Rarely,Research & Development,5,No
0,4,Bachelor,Life Sciences,437,4,Male,74,3,2,Sales Executive,3,Single,4478,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,Travel_Rarely,Sales,2,No
8,9,College,Life Sciences,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943,1,Y,No,24,4,1,80,1,10,2,3,10,9,Travel_Frequently,Research & Development,7,No
1,1,Phd,Life Sciences,447,4,Male,42,3,5,Research Director,3,Married,18300,4,Y,No,11,3,2,80,1,21,2,3,3,2,Travel_Rarely,Research & Development,5,No
0,0,Master,Life Sciences,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,1,Y,No,11,3,2,80,1,9,3,4,9,7,Travel_Frequently,Research & Development,10,No
0,3,Master,Life Sciences,450,4,Female,31,3,2,Research Scientist,3,Single,4869,3,Y,No,12,3,4,80,0,20,4,2,4,3,Travel_Frequently,Research & Development,20,No
0,0,Bachelor,Life Sciences,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985,8,Y,No,16,3,1,80,1,10,1,2,1,0,Travel_Rarely,Research & Development,7,No
2,9,College,Life Sciences,461,3,Male,92,2,3,Research Director,4,Divorced,11510,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,Travel_Rarely,Research & Development,15,No
0,2,Below College,Life Sciences,465,3,Male,83,3,1,Research Scientist,4,Divorced,2904,1,Y,No,12,3,3,80,2,4,2,2,4,2,Travel_Rarely,Research & Development,26,No
0,0,Phd,Life Sciences,468,1,Female,44,3,4,Research Director,4,Single,15992,2,Y,No,14,3,2,80,0,16,2,3,1,0,Travel_Rarely,Research & Development,23,No
0,2,Bachelor,Life Sciences,469,4,Male,61,3,2,Sales Executive,3,Married,4649,1,Y,No,14,3,1,80,1,4,3,2,4,3,Non-Travel,Sales,2,No
7,7,Bachelor,Life Sciences,476,3,Male,57,3,2,Sales Executive,3,Married,5296,1,Y,No,17,3,2,80,1,8,3,3,8,7,Travel_Rarely,Sales,1,No
1,7,Master,Life Sciences,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,Travel_Rarely,Research & Development,10,No
2,2,Master,Life Sciences,493,3,Male,42,2,1,Research Scientist,2,Single,2657,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,Travel_Rarely,Research & Development,9,No
0,0,Bachelor,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,2716,1,Y,No,15,3,4,80,0,1,0,3,1,0,Travel_Rarely,Sales,12,Yes
1,2,Bachelor,Life Sciences,495,4,Male,54,3,1,Research Scientist,4,Single,2201,9,Y,No,16,3,4,80,0,6,4,3,3,2,Travel_Rarely,Research & Development,23,No
0,0,Master,Life Sciences,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540,9,Y,No,19,3,3,80,0,10,5,3,1,1,Travel_Rarely,Research & Development,9,No
0,7,Master,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,5253,1,Y,No,16,3,4,80,0,7,1,3,7,5,Travel_Rarely,Sales,9,No
0,7,College,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,4936,4,Y,No,11,3,3,80,1,18,2,,7,7,Travel_Rarely,Sales,14,No
2,2,Bachelor,Life Sciences,501,4,Female,96,3,1,Research Scientist,3,Married,2543,4,Y,No,13,3,2,80,1,6,3,3,2,2,Travel_Rarely,Research & Development,2,No
1,2,Bachelor,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,16659,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,Travel_Rarely,Research & Development,2,No
12,17,Bachelor,Life Sciences,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,1,Y,No,12,3,3,80,1,18,2,2,18,7,Travel_Rarely,Research & Development,14,No
1,2,Master,Life Sciences,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,3,Y,No,16,3,2,80,1,8,5,3,5,2,Travel_Rarely,Research & Development,1,No
0,1,Master,Life Sciences,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,Travel_Rarely,Research & Development,10,No
3,9,Bachelor,Life Sciences,520,1,Male,59,2,4,Research Director,2,Divorced,14336,1,Y,No,11,3,3,80,1,25,3,3,25,10,Travel_Rarely,Research & Development,12,No
1,3,College,Life Sciences,527,2,Female,99,2,2,Sales Executive,4,Single,4487,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,Travel_Rarely,Sales,4,No
3,2,College,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,1,Y,No,12,3,3,80,1,4,3,3,4,2,Travel_Rarely,Research & Development,1,No
1,6,Below College,Life Sciences,531,2,Male,52,3,5,Manager,3,Divorced,19197,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,Travel_Frequently,Research & Development,1,No
7,7,Bachelor,Life Sciences,532,3,Female,86,4,4,Sales Executive,1,Married,13212,9,Y,No,11,3,4,80,3,36,0,2,7,7,Travel_Frequently,Sales,6,No
0,2,College,Life Sciences,544,1,Male,69,3,1,Research Scientist,4,Married,2654,3,Y,No,21,4,4,80,2,8,3,2,2,2,Travel_Rarely,Research & Development,10,No
1,4,College,Life Sciences,546,4,Female,30,3,4,Manager,4,Married,16555,2,Y,No,13,3,4,80,0,31,2,1,5,2,Travel_Rarely,Research & Development,4,No
0,2,College,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,2,Y,No,11,3,2,80,1,19,3,3,5,4,Travel_Frequently,Research & Development,29,No
0,2,Bachelor,Life Sciences,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,2,Y,No,20,4,3,80,0,11,2,3,5,4,Travel_Rarely,Research & Development,2,No
11,10,Bachelor,Life Sciences,549,1,Female,41,3,5,Manager,1,Married,19566,5,Y,No,11,3,4,80,0,33,5,1,29,8,Travel_Rarely,Research & Development,7,No
0,0,College,Life Sciences,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,Travel_Frequently,Research & Development,2,No
1,12,Master,Life Sciences,558,3,Female,79,3,5,Manager,3,Married,18041,0,Y,No,14,3,4,80,0,21,2,3,20,15,Travel_Rarely,Sales,2,No
0,2,Bachelor,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,1,Y,No,22,4,2,80,2,3,3,1,3,2,Travel_Rarely,Research & Development,23,No
1,4,Bachelor,Life Sciences,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,4,Y,No,15,3,3,80,1,9,3,1,5,3,Non-Travel,Research & Development,3,No
15,7,Master,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,17046,0,Y,No,15,3,2,80,1,28,2,3,27,10,Travel_Rarely,Research & Development,29,No
0,1,Bachelor,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,17861,6,Y,No,13,3,3,80,0,26,2,1,3,2,Travel_Rarely,Research & Development,2,No
4,3,Bachelor,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,0,Y,No,15,3,3,80,0,6,2,3,5,4,Travel_Rarely,Research & Development,22,No
0,0,Master,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,7,Y,No,11,3,3,80,0,19,3,3,1,0,Travel_Rarely,Research & Development,8,No
5,7,Master,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,3,Y,No,12,3,3,80,1,14,3,3,7,3,Travel_Rarely,Research & Development,2,No
0,8,Below College,Life Sciences,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,1,Y,No,25,4,4,80,1,13,6,4,13,8,Travel_Rarely,Research & Development,9,No
0,0,Bachelor,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,Travel_Rarely,Research & Development,16,No
0,0,Bachelor,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,3,Y,No,12,3,1,80,0,12,2,3,1,0,Travel_Frequently,Research & Development,20,Yes
7,7,Phd,Life Sciences,597,1,Female,83,3,4,Manager,2,Single,16835,3,Y,No,23,4,4,80,0,37,2,,10,9,Travel_Rarely,Sales,18,No
1,10,College,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,6230,7,Y,No,14,3,4,80,0,16,3,3,14,3,Non-Travel,Sales,10,No
5,13,Bachelor,Life Sciences,601,2,Female,75,3,4,Manufacturing Director,3,Single,13237,7,Y,No,15,3,3,80,0,22,3,3,20,6,Travel_Rarely,Research & Development,6,No
0,7,Below College,Life Sciences,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755,1,Y,No,11,3,1,80,1,8,3,3,8,3,Travel_Frequently,Research & Development,8,No
0,5,Below College,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,6582,4,Y,Yes,13,3,3,80,0,10,2,,6,5,Travel_Rarely,Sales,2,No
1,0,Master,Life Sciences,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,Travel_Frequently,Human Resources,17,Yes
0,1,Bachelor,Life Sciences,613,3,Male,44,2,3,Manager,4,Divorced,11557,9,Y,No,21,4,3,80,1,10,3,2,5,4,Travel_Rarely,Sales,7,No
5,7,Master,Life Sciences,621,4,Male,74,4,2,Sales Executive,4,Single,5337,1,Y,No,12,3,4,80,0,10,3,3,10,7,Travel_Rarely,Sales,21,No
11,8,Phd,Life Sciences,625,2,Female,91,3,4,Manager,1,Married,16595,7,Y,No,16,3,2,80,1,22,2,3,18,16,Travel_Rarely,Sales,2,No
4,3,Master,Life Sciences,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,6,Y,No,12,3,2,80,1,8,2,2,6,5,Travel_Rarely,Research & Development,1,No
0,9,Master,Life Sciences,638,4,Male,58,2,5,Research Director,3,Divorced,19502,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,Travel_Rarely,Research & Development,18,No
1,2,Bachelor,Life Sciences,647,1,Female,55,3,1,Laboratory Technician,3,Married,2886,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,Travel_Frequently,Research & Development,7,Yes
0,0,Master,Life Sciences,648,2,Male,74,2,1,Sales Representative,1,Married,2033,1,Y,No,18,3,3,80,1,1,2,4,1,0,Travel_Frequently,Sales,12,Yes
1,3,College,Life Sciences,649,2,Male,83,2,1,Research Scientist,4,Married,3622,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,Travel_Rarely,Research & Development,1,No
0,0,Bachelor,Life Sciences,657,4,Female,83,2,1,Research Scientist,2,Single,2836,1,Y,No,13,3,4,80,0,1,0,4,1,0,Travel_Rarely,Research & Development,1,No
2,2,Master,Life Sciences,659,3,Female,81,3,2,Healthcare Representative,4,Married,4089,1,Y,No,13,3,2,80,2,10,4,3,10,2,Travel_Rarely,Research & Development,2,No
0,0,Below College,Life Sciences,662,3,Female,43,3,1,Research Scientist,1,Single,2619,3,Y,No,17,3,4,80,0,8,3,2,0,0,Travel_Rarely,Research & Development,1,No
0,2,Master,Life Sciences,664,4,Female,40,2,4,Manager,1,Married,15402,7,Y,No,11,3,1,80,1,21,3,1,3,2,Travel_Rarely,Research & Development,1,No
0,2,Master,Life Sciences,665,1,Female,50,2,2,Human Resources,3,Single,5985,4,Y,No,11,3,2,80,0,10,1,4,2,2,Travel_Rarely,Human Resources,1,No
0,5,Master,Life Sciences,679,1,Female,92,3,2,Research Scientist,4,Married,6322,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,Travel_Rarely,Research & Development,9,No
8,8,Phd,Life Sciences,683,2,Male,42,3,1,Research Scientist,4,Married,2691,1,Y,No,12,3,4,80,1,10,4,2,10,9,Travel_Rarely,Research & Development,1,No
0,0,Master,Life Sciences,684,1,Female,100,3,2,Sales Executive,1,Married,4286,2,Y,No,14,3,4,80,2,5,4,3,1,1,Travel_Frequently,Sales,26,Yes
0,2,Bachelor,Life Sciences,686,3,Female,71,3,1,Laboratory Technician,4,Married,2659,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,Travel_Rarely,Research & Development,6,No
11,8,Master,Life Sciences,691,2,Male,82,1,2,Research Scientist,4,Single,6646,1,Y,No,13,3,2,80,0,17,3,3,17,11,Travel_Rarely,Research & Development,6,No
4,7,Bachelor,Life Sciences,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,3,Y,No,23,4,3,80,1,15,2,1,13,11,Travel_Frequently,Research & Development,6,No
9,7,Bachelor,Life Sciences,702,1,Male,70,3,1,Research Scientist,1,Single,3348,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,Travel_Frequently,Research & Development,3,Yes
0,0,Bachelor,Life Sciences,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281,1,Y,No,18,3,3,80,2,1,3,3,1,0,Non-Travel,Research & Development,3,No
1,2,Bachelor,Life Sciences,707,4,Male,57,4,2,Sales Executive,2,Married,4851,0,Y,No,22,4,3,80,1,4,4,3,3,2,Travel_Rarely,Sales,8,No
2,8,Master,Life Sciences,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720,1,Y,No,18,3,4,80,1,10,5,3,10,7,Travel_Frequently,Research & Development,1,No
0,0,College,Life Sciences,715,4,Male,80,4,1,Research Scientist,4,Single,4680,3,Y,No,17,3,1,80,0,4,2,3,1,0,Travel_Rarely,Research & Development,10,No
2,0,College,Life Sciences,720,1,Female,65,3,2,Sales Executive,3,Single,4577,9,Y,No,14,3,1,80,0,4,3,3,2,2,Travel_Rarely,Sales,3,Yes
1,8,Master,Life Sciences,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,0,Y,No,13,3,3,80,0,10,4,2,9,7,Travel_Rarely,Research & Development,1,No
0,7,College,Life Sciences,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412,1,Y,No,11,3,4,80,0,9,3,3,9,7,Travel_Rarely,Research & Development,1,No
7,7,College,Life Sciences,727,3,Female,39,3,3,Research Director,4,Single,11159,3,Y,No,15,3,4,80,0,10,6,3,7,7,Travel_Rarely,Research & Development,3,No
1,12,Master,Life Sciences,729,4,Male,48,2,3,Sales Executive,1,Married,10475,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,Travel_Frequently,Sales,5,No
1,3,Bachelor,Life Sciences,730,3,Male,59,4,4,Research Director,3,Married,14814,3,Y,No,19,3,3,80,0,32,3,3,5,1,Travel_Rarely,Research & Development,7,No
1,7,College,Life Sciences,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,1,Y,No,21,4,3,80,2,9,4,2,9,7,Travel_Frequently,Research & Development,10,No
3,7,College,Life Sciences,741,1,Female,67,1,1,Research Scientist,2,Single,2216,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,Travel_Rarely,Research & Development,1,Yes
0,5,Bachelor,Life Sciences,742,1,Female,63,4,3,Research Director,1,Married,11713,9,Y,No,14,3,1,80,1,10,2,3,8,7,Non-Travel,Research & Development,8,No
0,0,Bachelor,Life Sciences,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,Travel_Rarely,Research & Development,1,No
0,0,Bachelor,Life Sciences,749,3,Male,99,3,1,Sales Representative,3,Single,2642,1,Y,No,11,3,3,80,0,1,6,3,1,0,Travel_Rarely,Sales,10,No
2,2,Bachelor,Life Sciences,754,4,Male,47,2,2,Sales Executive,4,Married,6804,3,Y,No,18,3,3,80,1,7,5,3,2,2,Travel_Frequently,Sales,15,No
2,2,Bachelor,Life Sciences,769,4,Male,86,3,2,Laboratory Technician,4,Single,2450,2,Y,No,17,3,4,80,0,19,4,3,2,2,Travel_Rarely,Research & Development,6,No
0,0,Master,Life Sciences,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,2,Y,No,11,3,1,80,1,16,2,4,1,0,Non-Travel,Research & Development,2,No
4,7,Master,Life Sciences,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,1,Y,No,15,3,4,80,2,10,2,3,10,8,Travel_Frequently,Research & Development,24,No
0,0,Phd,Life Sciences,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,3,Y,No,14,3,3,80,1,7,3,3,0,0,Travel_Rarely,Research & Development,8,No
1,3,College,Life Sciences,785,2,Female,77,4,2,Sales Executive,3,Single,6397,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,Travel_Frequently,Sales,27,Yes
0,9,Master,Life Sciences,789,1,Male,76,2,3,Sales Executive,1,Single,7587,1,Y,No,15,3,2,80,0,10,1,3,10,7,Non-Travel,Sales,8,No
2,0,College,Life Sciences,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,3,Y,No,14,3,1,80,1,5,2,3,2,2,Travel_Frequently,Research & Development,1,No
1,3,Master,Life Sciences,797,2,Female,72,4,1,Research Scientist,4,Single,3280,2,Y,No,16,3,3,80,0,10,2,3,4,2,Travel_Rarely,Research & Development,1,No
4,3,Below College,Life Sciences,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,Travel_Rarely,Research & Development,10,No
4,12,Master,Life Sciences,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,Travel_Frequently,Research & Development,2,No
0,2,Master,Life Sciences,805,1,Female,72,3,1,Sales Representative,4,Married,2572,1,Y,No,16,3,2,80,1,3,1,2,3,2,Travel_Rarely,Sales,8,No
0,2,Bachelor,Life Sciences,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833,3,Y,No,21,4,3,80,2,7,2,3,2,2,Travel_Rarely,Research & Development,1,No
1,2,College,Life Sciences,808,3,Female,93,3,2,Sales Executive,1,Married,6500,5,Y,No,17,3,2,80,1,6,1,3,3,2,Travel_Rarely,Sales,8,No
14,9,Bachelor,Life Sciences,809,2,Male,66,3,5,Manager,4,Divorced,18430,1,Y,No,13,3,2,80,1,24,4,2,24,7,Travel_Frequently,Research & Development,8,No
0,0,Bachelor,Life Sciences,811,3,Male,63,4,1,Laboratory Technician,1,Married,1601,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,Travel_Rarely,Research & Development,6,Yes
0,0,Bachelor,Life Sciences,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,1,Y,No,11,3,3,80,3,1,4,3,1,0,Non-Travel,Research & Development,9,No
1,4,Master,Life Sciences,813,4,Female,82,3,2,Laboratory Technician,3,Married,3149,8,Y,No,20,4,2,80,1,9,3,3,5,2,Travel_Rarely,Research & Development,11,No
0,0,College,Life Sciences,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,Travel_Rarely,Research & Development,1,Yes
0,7,College,Life Sciences,824,3,Male,81,4,1,Research Scientist,3,Married,2700,1,Y,No,24,4,3,80,1,10,3,3,10,7,Travel_Rarely,Research & Development,23,No
13,8,Master,Life Sciences,825,4,Male,31,3,5,Research Director,2,Single,19246,7,Y,Yes,12,3,4,80,0,40,2,3,31,15,Travel_Rarely,Research & Development,2,Yes
2,2,Master,Life Sciences,826,4,Female,40,4,1,Research Scientist,3,Single,2506,3,Y,No,13,3,3,80,0,7,0,3,2,2,Travel_Rarely,Research & Development,1,No
0,2,College,Life Sciences,827,4,Female,43,2,2,Manufacturing Director,4,Married,6062,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,Travel_Rarely,Research & Development,1,No
6,8,Bachelor,Life Sciences,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162,1,Y,No,12,3,3,80,1,14,3,3,14,13,Travel_Rarely,Research & Development,4,No
0,0,Bachelor,Life Sciences,834,2,Female,95,2,1,Research Scientist,3,Single,2274,1,Y,No,14,3,4,80,0,1,3,3,1,0,Travel_Rarely,Research & Development,2,No
